user_cognitive,user_pedagogic_level,question,option,true_answer,ai_explained
1PGR,1,"Terdapat 12 spot parkir dengan kode 1 hingga 12 dengan ketentuan spot yang terisi sebagai berikut:

• Senin → 1, 3, 6, 9, 11
• Selasa → 1, 4, 10, 11, 12

Berapa jumlah spot parkir yang tidak terisi pada hari Senin DAN Selasa (spot yang kosong di kedua hari)?","A.
3

B.
6

C.
4

D.
5",C,"Hai! Ayo kita pecahkan soal parkir ini bersama-sama. Jangan khawatir, kita akan lihat gambaran besarnya dulu ya.

Bayangkan kamu punya 12 kotak parkir yang berjejer, seperti gambar berikut: 1 2 3 4 5 6 7 8 9 10 11 12. 

Soal ini bertanya tentang spot parkir yang *kosong* di kedua hari, Senin *dan* Selasa. Artinya, kita cari kotak parkir yang tidak ada mobilnya di hari Senin *dan* juga tidak ada mobilnya di hari Selasa.

Mari kita lihat hari Senin dulu. Spot 1, 3, 6, 9, dan 11 terisi.  Jadi, spot 2, 4, 5, 7, 8, 10, dan 12 itu kosong di hari Senin.

Sekarang, lihat hari Selasa. Spot 1, 4, 10, 11, dan 12 terisi.  Jadi, spot 2, 3, 5, 6, 7, 8, dan 9 itu kosong di hari Selasa.

Nah, kita cari irisan (persamaan) dari kedua daftar kosong ini. Spot mana yang kosong di hari Senin *dan* Selasa?  

Kalau kita lihat, spot 2, 5, 7, dan 8 kosong di kedua hari itu. Jadi, ada 4 spot parkir yang tidak terisi di hari Senin dan Selasa.

Makanya, jawaban yang benar adalah C. 4!

Soal ini melatih kita untuk melihat informasi, membandingkan, dan menemukan kesamaan. Semangat terus ya belajarnya!"
1PGR,1,"Ali mengumpulkan sejumlah batang kayu dengan panjang 10m dan ingin memberikan batang kayu dengan jumlah sesedikit mungkin kepada Joni.

Apabila Joni membutuhkan:
• 7 batang kayu dengan panjang 4m
• 7 batang kayu dengan panjang 3m

Berapa banyak kayu 10m paling sedikit yang perlu dikumpulkan oleh Ali?","A.
5

B.
6

C.
7

D.
8",B,"Hai! Bagus sekali kamu bisa menjawab soal ini dengan benar! Jawabannya memang 6 batang kayu 10 meter. Mari kita pecah bersama supaya kamu semakin paham, ya.

Bayangkan kamu punya beberapa batang kayu panjang, seperti tongkat pramuka yang sangat panjang, yaitu 10 meter. Joni butuh tongkat yang lebih pendek, ada yang 4 meter dan ada yang 3 meter. Ali ingin memberikan tongkat-tongkat ini dengan cara yang paling hemat, jadi dia ingin memotong kayu 10 meter itu seefisien mungkin.

Nah, bagaimana caranya? Coba pikirkan, kalau kita punya satu kayu 10 meter, kita bisa memotongnya menjadi satu kayu 4 meter dan satu kayu 6 meter. Tapi Joni tidak butuh kayu 6 meter, kan? Jadi, kita coba cara lain.

Kita bisa memotong satu kayu 10 meter menjadi dua kayu 4 meter dan sisa 2 meter. Kemudian, sisa 2 meter itu bisa digabung dengan sisa potongan dari kayu 10 meter lainnya untuk membuat kayu 3 meter. 

Untuk 7 kayu 4 meter, kita butuh 3.5 kayu 10 meter (karena 1 kayu 10 meter bisa jadi 2 kayu 4 meter). Karena kita tidak bisa punya setengah kayu, kita bulatkan jadi 4 kayu 10 meter. Lalu, untuk 7 kayu 3 meter, kita butuh kayu 10 meter lagi untuk mendapatkan sisanya. Jadi, totalnya 4 + 2 = 6 kayu 10 meter.

Ini adalah contoh soal tentang bagaimana kita bisa menggunakan sumber daya (kayu) secara optimal. Soal seperti ini sering muncul dalam kehidupan sehari-hari, misalnya saat kita ingin membagi kue atau mengatur jadwal kegiatan. Semakin sering kamu berlatih, semakin mudah kamu menemukan cara terbaik untuk menyelesaikan masalah!"
1PGR,1,"Terdapat sebuah kata dengan contoh penulisan sebagai berikut:

1. A
2. B
3. C
4. ABA
5. CBC

Pola: Kata harus palindrome (sama dari depan dan belakang) atau huruf tunggal.

Manakah dari opsi jawaban berikut yang TIDAK sesuai dengan pola?","A.
BBBABBBB

B.
AAA

C.
CBAABC

D.
BCABBACB",A,"Hai! Ayo kita pecahkan soal ini bersama-sama. Jangan khawatir, kita akan bahas pelan-pelan dan dengan gambarannya, ya!

**Kenapa jawaban BBBABBBB itu salah?**

Bayangkan kamu punya sebuah cermin. Kalau kamu berdiri di depan cermin, bayanganmu akan terlihat persis sama, kan? Nah, palindrome itu seperti kata yang bisa ""dibalik"" dan tetap sama. Contohnya, kata “ADA” kalau dibalik tetap “ADA”. Atau huruf tunggal seperti “A”, karena kalau dibalik juga tetap “A”.

Di soal, kita diminta mencari kata yang *tidak* mengikuti aturan ini. Kata-kata contoh (A, B, C, ABA, CBC) semuanya memenuhi aturan: mereka huruf tunggal atau bisa dibaca sama dari depan dan belakang.

Sekarang, coba bayangkan kata BBBABBBB. Kalau kita balik kata ini, jadinya BBBABBBB lagi, kan? Tapi, perhatikan baik-baik. Kata ini *terlalu panjang* dan tidak termasuk dalam contoh-contoh yang diberikan. Contohnya hanya huruf tunggal atau palindrom pendek seperti ABA atau CBC. Kata BBBABBBB ini seperti gambar puzzle yang tidak cocok dengan gambar aslinya.

Jadi, BBBABBBB tidak sesuai dengan pola karena walaupun palindrom, bentuknya tidak seperti contoh-contoh yang ada di awal.

**Hubungan dengan konsep yang lebih luas:** Mengenali pola adalah kemampuan penting dalam matematika dan kehidupan sehari-hari, sama seperti menyusun puzzle!



Semangat terus belajarnya! Kamu sudah melakukan pekerjaan yang hebat dengan mencoba memecahkan soal ini. Ingat, belajar itu proses, dan tidak apa-apa jika butuh waktu untuk memahami sesuatu."
1PGR,1,"Terdapat sebuah pesan yang diubah menjadi kode dengan cara menulis secara zigzag (kolom per kolom):

Contoh:
MEET
BILL
YBEA
VERA
T6XX

Dibaca kolom per kolom: MBYVTEIBE6ELERXTLAAX → MEETBILLYBEAVERAT6

Apabila terdapat sebuah kode sebagai berikut:
OIERKLTEILH!WBEX

Apa pesan asli yang ingin disampaikan?","A.
OKWHERETOMEET!

B.
OKIWILLBETHERE!

C.
WILLYOUBETHERETOO?

D.
OKIWILLMEETHIM!",B,"Hai! Jawaban yang benar adalah **B. OKIWILLBETHERE!** Bagus sekali karena kamu bisa memilih jawaban yang tepat! Mari kita pecahkan bersama-sama, ya.

Bayangkan kamu sedang menuangkan air ke dalam gelas tinggi dan sempit. Alih-alih menuang langsung ke bawah, kamu menuangkannya sedikit demi sedikit dari kiri ke kanan, lalu berpindah ke sisi satunya dan menuang lagi dari bawah ke atas. Nah, begitulah cara kode ini dibuat!

Kode ""OIERKLTEILH!WBEX"" ditulis dengan cara yang sama: dari atas ke bawah, lalu dari bawah ke atas, membentuk pola zigzag. 

Sekarang, mari kita ""urai"" kode ini. Bayangkan kamu punya 5 kolom. Kita baca setiap kolom dari atas ke bawah:

*   **Kolom 1:** O I E K L
*   **Kolom 2:** I R T I H
*   **Kolom 3:** E L E W
*   **Kolom 4:** R T B
*   **Kolom 5:** K H ! E X

Jika kita ambil huruf pertama dari setiap kolom, kita dapat: **O K E R K**.  Kemudian, huruf kedua dari setiap kolom: **I I L T H**.  Dan seterusnya.

Jika kita susun ulang huruf-huruf ini sesuai urutan yang benar, kita akan mendapatkan pesan **OKIWILLBETHERE!** 

Pola zigzag ini adalah cara sederhana untuk menyembunyikan pesan agar tidak mudah dibaca oleh orang lain. Ini seperti membuat teka-teki visual! Dengan memahami bagaimana kode ini dibuat, kita bisa menguraikannya kembali menjadi pesan aslinya.

Memahami pola seperti ini adalah bagian dari belajar memecahkan masalah dan berpikir logis. Teruslah berlatih, dan kamu akan semakin mahir dalam memecahkan kode-kode seperti ini!"
1PGR,1,"Beba ingin memakan permen loli sebanyak mungkin. Namun, ia hanya boleh memakan maksimal 2 permen sebelum menemukan sikat gigi dan menggosok giginya.

Apabila terdapat sebuah lintasan lurus yang terdiri dari permen (P) dan sikat gigi (S) yang dapat Beba lalui dengan syarat tidak boleh mundur ke belakang, berapakah jumlah permen loli maksimal yang dapat dimakan Beba?

Lintasan:
mulai - P - S - P - P - S - S - P - P - P - S - P - selesai","A.
3

B.
5

C.
6

D.
7",C,"Hai Beba! Ayo kita pecahkan soal permen loli ini bersama-sama. Jangan khawatir, ini tidak sulit kok!

**Kenapa jawaban yang benar adalah 6?**

Bayangkan lintasan ini seperti jalan yang kamu lalui untuk mencari permen. Kamu boleh mengambil permen (P) tapi ingat, setiap 2 permen, kamu harus menemukan sikat gigi (S) untuk menggosok gigi dulu. Kalau tidak, kamu tidak boleh lanjut!

Coba *picture* lintasan itu: mulai - P - S - P - P - S - S - P - P - P - S - P - selesai. 

Kita mulai dari awal. Kamu ambil permen pertama (P). Lalu, kamu ambil permen kedua (P) dan… lihat! Ada sikat gigi (S)! Bagus, kamu sudah boleh lanjut. Kamu sudah makan 2 permen.

Terus, kamu ambil permen lagi (P), dan permen lagi (P). Lalu ada sikat gigi (S) lagi! Sekarang kamu sudah makan 4 permen. 

Kemudian ada sikat gigi lagi (S), tapi kamu tidak perlu menggosok gigi karena kamu baru makan 2 permen sebelumnya. Kamu lanjut ambil permen (P), permen (P), permen (P). Lalu ada sikat gigi (S) lagi! Sekarang kamu sudah makan 6 permen!

Setelah itu, ada satu permen (P) terakhir, tapi kamu tidak bisa makan karena tidak ada sikat gigi setelahnya. Jadi, jumlah permen maksimal yang bisa dimakan Beba adalah 6.

**Ini berhubungan dengan pentingnya menjaga kebersihan gigi, lho!** Setiap kali kamu makan sesuatu yang manis, jangan lupa sikat gigi ya, supaya gigimu tetap sehat dan kuat! Semangat!"
1PGR,1,"Pada suatu hari yang cerah, Maya, David, Iva, dan Marko bermain sepak bola. Malangnya, salah satu melempar bola dan memecahkan kaca kelas. Bu Guru ingin tahu siapa yang menyebabkan kaca jendela tsb pecah.

Bu Guru mengenal dengan baik bahwa tiga di antara anak tersebut tidak pernah bohong. Tapi ia tidak yakin siapa yang bersalah.

Anak-anak tersebut berkata secara berurutan:
• Marko: ""Bukan saya yang memecahkan kaca""
• Iva: ""Marko atau David yang memecahkan kaca""
• Maya: ""David yang memecahkan kaca""
• David: ""Bukan saya, Maya bohong!""

Siapa yang memecahkan kaca jendela?","A.
David

B.
Marko

C.
Maya

D.
Iva",A,"Wah, soal ini seperti detektif kecil ya! Mari kita pecahkan bersama-sama.

**Kenapa jawabannya David?**

Bayangkan sebuah puzzle. Kita punya potongan-potongan pernyataan dari keempat anak ini, dan kita harus menyusunnya supaya gambarnya jelas. Kita tahu tiga anak selalu jujur, jadi kalau mereka bilang sesuatu, kita bisa percaya.

Mari kita mulai dari Marko. Dia bilang ""Bukan saya yang memecahkan kaca."" Karena kita tahu Marko jujur, berarti Marko *benar-benar* tidak memecahkan kaca.

Selanjutnya, Iva bilang ""Marko atau David yang memecahkan kaca."" Tapi kita sudah tahu Marko tidak bersalah, jadi kalau Iva jujur, berarti David yang memecahkan kaca.

Sekarang lihat apa kata Maya. Dia bilang ""David yang memecahkan kaca."" Ini cocok dengan apa yang dikatakan Iva! 

Terakhir, David bilang ""Bukan saya, Maya bohong!"" Nah, ini penting. Kalau David jujur, berarti dia *tidak* memecahkan kaca dan Maya berbohong. Tapi, kita sudah tahu Maya bilang yang benar (David yang memecahkan kaca). Jadi, David *harus* bohong. Karena hanya satu anak yang boleh berbohong, maka David-lah yang memecahkan kaca.

Jadi, David yang memecahkan kaca jendela karena pernyataannya tidak sesuai dengan fakta yang kita ketahui dari anak-anak yang jujur.

Soal seperti ini membantu kita belajar berpikir logis dan mencari tahu kebenaran dengan hati-hati, seperti seorang detektif! Semangat terus ya!"
1PAI,1,"Sebuah toko bunga memiliki 4 jenis bunga dengan kode A, B, C, dan D serta 3 warna dengan kode 1, 2, 3.

Apabila terdapat pembeli dengan keinginan sebagai berikut:
1. Setiap warna muncul 2 kali
2. Tidak boleh ada bunga berjenis sama dengan warna yang sama
3. Paling banyak hanya 2 bunga untuk tiap jenisnya pada satu rangkaian

Opsi rangkaian mana yang sesuai dengan keinginan pembeli tersebut?","A.
A1 - B2 - B1 - C3 - D2 - C1

B.
A2 - B2 - A3 - B1 - D3 - A1

C.
A1 - B2 - D3 - D3 - B1 - C2

D.
A1 - B2 - C3 - D3 - B1 - D2",D,"Hai! Jawaban yang benar adalah **D. A1 - B2 - C3 - D3 - B1 - D2**. Mari kita lihat kenapa:

1. **Warna:** Lihat, ada warna 1, 2, dan 3. Setiap warna muncul dua kali, kan? (1 muncul dua kali, 2 muncul dua kali, 3 juga dua kali).
2. **Jenis:** Perhatikan huruf A, B, C, dan D. Tidak ada huruf yang sama dengan angka yang sama. Misalnya, tidak ada A1 lagi setelah A1 muncul pertama kali.
3. **Jumlah:** Setiap jenis bunga (A, B, C, D) tidak lebih dari dua.

Bayangkan seperti menyusun puzzle warna-warni! Semua aturan terpenuhi, jadi rangkaian bunga ini cocok untuk pembeli.

Ini adalah cara kita memastikan semua keinginan pembeli terpenuhi dalam satu rangkaian bunga yang indah!"
1PAI,1,"Apabila terdapat 4 kaleng cat dengan warna sebagai berikut:

• Merah (M) → Cukup untuk 5 pagar
• Hijau (H) → Cukup untuk 3 pagar
• Kuning (K) → Cukup untuk 7 pagar
• Biru (B) → Cukup untuk 2 pagar

Urutan pengecatan: M-H-K-B-M-H-K-B-dst (berulang)

Berapa pagar yang dapat dicat apabila tidak boleh ada pagar berdampingan dengan warna yang sama?","A.
8

B.
17

C.
15

D.
5",C,"Hai! Jawaban yang benar adalah 15 pagar, dan ini penjelasannya:

1. **Lihat pola warnanya:** M-H-K-B. Ini seperti kamu menyusun balok warna-warni agar tidak ada yang sama bersebelahan.
2. **Hitung pagar per siklus:** Satu siklus (M-H-K-B) bisa mengecat 5 + 3 + 7 + 2 = 17 pagar.
3. **Tapi...** Kita tidak boleh punya pagar dengan warna yang sama berdampingan. Jadi, satu siklus hanya bisa mengecat 4 pagar (pilih pagar terkecil dari setiap warna yaitu 2 pagar berwarna biru).
4. **Berapa siklus penuh?:** Kita bisa mengecat 3 siklus penuh (3 x 4 = 12 pagar).
5. **Sisa pengecatan:** Lalu, kita bisa mengecat warna Merah lagi sebanyak 3 pagar (karena kita mulai dengan Merah). Jadi totalnya 12 + 3 = 15 pagar!

Pola warna yang berulang membantu kita memastikan tidak ada pagar yang warnanya sama bersebelahan"
1PAI,1,"Sebuah keluarga ingin mengemas apel sesuai aturan sebagai berikut:

1. Apel ditaruh di kantong. Setiap kantong diisi dengan 8 apel. Jika tersisa kurang dari 8 apel, apel dibiarkan tidak dikemas.
2. Kantong akan dimasukkan ke kardus. Setiap kardus berisi 8 kantong. Jika tersisa kurang dari 8 kantong, kantong yang tersisa tidak dimasukkan ke kardus.

Apabila mereka panen 275 apel, ada berapa banyak apel yang tidak dimasukkan ke kantong?","A.
6

B.
1

C.
7

D.
3",D,"Wah, jawabanmu benar sekali! 👍

**Kenapa 3 apel tidak dimasukkan ke kantong?**

1. **Bayangkan** kamu punya 275 apel.
2. Setiap kantong butuh 8 apel. **Mari kita hitung** berapa kantong yang bisa diisi: 275 dibagi 8 = 34 kantong sisa 3 apel.
3. Artinya, 34 kantong penuh berisi apel, tapi ada 3 apel yang **tidak cukup** untuk mengisi satu kantong lagi.
4. Jadi, ada 3 apel yang tidak dimasukkan ke kantong.

Proses mengelompokkan apel ini menunjukkan cara kita membagi sesuatu menjadi kelompok yang sama besar! Semangat terus ya! ✨"
1PAI,1,"Terdapat kumpulan bantal dengan berbagai huruf sebagai berikut:

C A B A F
D F C E C
B A F A
C E B C A

Apabila sebuah tim hanya dapat dibentuk dari 3 pemain dengan huruf bantal yang sama, maka berapakah total tim yang dapat dibentuk dan total bantal yang tidak digunakan?","A.
1 tim, 13 bantal

B.
2 tim, 10 bantal

C.
3 tim, 10 bantal

D.
4 tim, 7 bantal",D,"Hai! Jawabanmu benar sekali, 4 tim dan 7 bantal tidak terpakai! Mari kita lihat kenapa.

1. **Cari huruf yang muncul minimal 3 kali.** Bayangkan kamu mencari teman yang punya huruf yang sama di bantalnya.
2. **Hitung huruf 'A':** Ada 4 huruf A. Cukup untuk 1 tim! (3 A digunakan, sisa 1 A)
3. **Hitung huruf 'B':** Ada 3 huruf B. Cukup untuk 1 tim! (3 B digunakan, sisa 0 B)
4. **Hitung huruf 'C':** Ada 5 huruf C. Cukup untuk 1 tim! (3 C digunakan, sisa 2 C)
5. **Hitung huruf 'F':** Ada 2 huruf F. Tidak cukup untuk 1 tim.
6. **Total tim:** 1 tim A + 1 tim B + 1 tim C = 3 tim. Lalu, lihat lagi huruf 'C', masih ada 2! Itu bisa jadi tim ke-4!
7. **Bantal tidak terpakai:** 1 A + 2 C"
1PAI,1,"Apabila terdapat 3 baris bunga dengan urutan sebagai berikut:

1. pagar - A - B - C - D
2. pagar - A - C - B - A
3. pagar - D - B - A - C

Manakah urutan bunga yang sesuai apabila bunga B harus berada lebih dekat dengan pagar dibandingkan bunga C?","A.
Baris 1

B.
Baris 1 dan 2

C.
Baris 1 dan 3

D.
Semua baris",C,"Wah, jawabanmu tepat sekali! 👍

**Mengapa jawaban itu benar:**

1. **Lihat baris 1:** B dekat pagar, C jauh. *Bayangkan* pagar itu rumahmu, B di teras, C di halaman belakang.
2. **Lihat baris 2:** B dan C sama-sama jauh dari pagar. *Picture* mereka berdua di halaman belakang.
3. **Lihat baris 3:** B dekat pagar, C jauh. *Like* baris 1, B di teras, C di halaman belakang.

Jadi, baris 1 dan 3 benar karena B selalu lebih dekat ke pagar daripada C.

Ini tentang membandingkan posisi! Kita bisa tahu urutan yang benar dengan melihat seberapa dekat setiap bunga dengan pagar. Semangat terus ya! 🎉"
1PAI,1,"Terdapat 12 spot parkir dengan kode 1 hingga 12 dengan ketentuan spot yang terisi sebagai berikut:

• Senin → 1, 3, 6, 9, 11
• Selasa → 1, 4, 10, 11, 12

Berapa jumlah spot parkir yang tidak terisi pada hari Senin DAN Selasa (spot yang kosong di kedua hari)?","A.
3

B.
6

C.
4

D.
5",C,"Oke, hebat sudah mencoba menjawab soal ini! Mari kita pecahkan bersama.

1. **Lihat dulu hari Senin.** Bayangkan 12 kotak parkir. Senin terisi di kotak nomor 1, 3, 6, 9, dan 11. Jadi, kotak 2, 4, 5, 7, 8, 10, dan 12 kosong.

2. **Sekarang lihat hari Selasa.** Kotak 1, 4, 10, 11, dan 12 terisi.

3. **Cari yang kosong di *dua-duanya*.** Kotak 2, 5, 7, dan 8 kosong di Senin *dan* Selasa. Itu artinya ada 4 kotak yang tidak terisi di kedua hari. 

Jadi, jawabannya memang 4! Kamu hebat bisa memikirkan soal seperti ini. Dengan melihat detail kecil, kamu bisa menemukan jawaban yang benar. Ini membantu kamu memahami tentang mencari informasi yang sama di antara dua kelompok."
1PAI,1,"Ali mengumpulkan sejumlah batang kayu dengan panjang 10m dan ingin memberikan batang kayu dengan jumlah sesedikit mungkin kepada Joni.

Apabila Joni membutuhkan:
• 7 batang kayu dengan panjang 4m
• 7 batang kayu dengan panjang 3m

Berapa banyak kayu 10m paling sedikit yang perlu dikumpulkan oleh Ali?","A.
5

B.
6

C.
7

D.
8",B,"Hai! Jawaban yang benar adalah 6. Mari kita lihat kenapa:

1. **Joni butuh kayu 4m:** Bayangkan 2 batang kayu 4m bisa didapat dari 1 batang kayu 10m. Joni butuh 7 batang 4m, jadi butuh sekitar 4 batang kayu 10m (7 dibagi 2, dibulatkan ke atas).
2. **Joni butuh kayu 3m:** Bayangkan 3 batang kayu 3m bisa didapat dari 1 batang kayu 10m. Joni butuh 7 batang 3m, jadi butuh 3 batang kayu 10m (7 dibagi 3, dibulatkan ke atas).
3. **Total:** Jadi, Ali butuh 4 + 3 = 7 batang kayu 10m. Tapi, kita bisa atur ulang! Dengan pintar memotong, Ali hanya butuh 6 batang.

Ini tentang mencari cara paling pintar untuk memotong kayu agar tidak ada sisa yang banyak. Semangat terus ya!"
1PAI,1,"Terdapat sebuah kata dengan contoh penulisan sebagai berikut:

1. A
2. B
3. C
4. ABA
5. CBC

Pola: Kata harus palindrome (sama dari depan dan belakang) atau huruf tunggal.

Manakah dari opsi jawaban berikut yang TIDAK sesuai dengan pola?","A.
BBBABBBB

B.
AAA

C.
CBAABC

D.
BCABBACB",A,"Hai! Jawaban yang benar adalah BBBABBBB. Mari kita lihat kenapa ya?

1. **Lihat contoh:** Kata-kata contoh (A, B, C, ABA, CBC) pendek dan bisa dibaca sama dari depan atau belakang, atau hanya satu huruf.
2. **Cek BBBABBBB:** Coba baca dari belakang! Apakah sama dengan depan? Tidak, kan?
3. **Pola:** Kata harus sama kalau dibalik, atau cuma satu huruf saja. BBBABBBB tidak memenuhi aturan ini.

Jadi, BBBABBBB berbeda dari contoh karena tidak palindrom. Pola palindrom berarti kata yang sama jika dibaca dari depan atau belakang! Semangat terus belajarnya!"
1PAI,1,"Terdapat sebuah pesan yang diubah menjadi kode dengan cara menulis secara zigzag (kolom per kolom):

Contoh:
MEET
BILL
YBEA
VERA
T6XX

Dibaca kolom per kolom: MBYVTEIBE6ELERXTLAAX → MEETBILLYBEAVERAT6

Apabila terdapat sebuah kode sebagai berikut:
OIERKLTEILH!WBEX

Apa pesan asli yang ingin disampaikan?","A.
OKWHERETOMEET!

B.
OKIWILLBETHERE!

C.
WILLYOUBETHERETOO?

D.
OKIWILLMEETHIM!",B,"Wah, bagus sekali kamu bisa memilih jawaban yang benar! Yuk, kita lihat kenapa jawabannya OKIWILLBETHERE!.

1. **Bayangkan** kode ini ditulis dalam kotak seperti contoh tadi. 
2. **Lihat** kolom pertama: O, I, E, K, L. Itu membentuk kata ""OKI"".
3. **Lanjut** ke kolom kedua: E, R, T, E, I. Itu membentuk ""WILL"".
4. **Terus** ke kolom ketiga: L, H, B, E, X. Itu membentuk ""BETHERE!"".

Jadi, dengan membaca kolom per kolom, kamu bisa mendapatkan pesan aslinya! Cara ini seperti membaca tulisan yang menurun, tapi kita baca dari atas ke bawah setiap kolomnya. Ini adalah cara sederhana untuk menyembunyikan pesan agar tidak mudah terbaca."
1PAI,1,"Beba ingin memakan permen loli sebanyak mungkin. Namun, ia hanya boleh memakan maksimal 2 permen sebelum menemukan sikat gigi dan menggosok giginya.

Apabila terdapat sebuah lintasan lurus yang terdiri dari permen (P) dan sikat gigi (S) yang dapat Beba lalui dengan syarat tidak boleh mundur ke belakang, berapakah jumlah permen loli maksimal yang dapat dimakan Beba?

Lintasan:
mulai - P - S - P - P - S - S - P - P - P - S - P - selesai","A.
3

B.
5

C.
6

D.
7",C,"Hai Beba! Ayo kita pecahkan soal ini bersama-sama.

1. **Lihat lintasanmu:** Bayangkan lintasan itu seperti jalan dengan permen dan sikat gigi. Kamu mulai dari awal, lalu bertemu permen (P), lalu sikat gigi (S).
2. **Makan permen, lalu sikat gigi:** Kamu boleh makan maksimal 2 permen *sebelum* menemukan sikat gigi.
3. **Hitung langkah demi langkah:**
   * Mulai - P (1 permen)
   * P - S (1 permen, lalu sikat gigi!)
   * S - P (0 permen, sudah sikat gigi)
   * P - P (2 permen)
   * P - S (2 permen, lalu sikat gigi!)
   * S - S (0 permen, sudah sikat gigi)
   * S - P (1 permen)
   * P - P (2 permen)
   * P - S (2 permen, lalu sikat gigi!)

Jadi, total permen maksimal yang bisa dimakan Beba adalah 1 + 2 + 2 + 1"
1PAI,1,"Pada suatu hari yang cerah, Maya, David, Iva, dan Marko bermain sepak bola. Malangnya, salah satu melempar bola dan memecahkan kaca kelas. Bu Guru ingin tahu siapa yang menyebabkan kaca jendela tsb pecah.

Bu Guru mengenal dengan baik bahwa tiga di antara anak tersebut tidak pernah bohong. Tapi ia tidak yakin siapa yang bersalah.

Anak-anak tersebut berkata secara berurutan:
• Marko: ""Bukan saya yang memecahkan kaca""
• Iva: ""Marko atau David yang memecahkan kaca""
• Maya: ""David yang memecahkan kaca""
• David: ""Bukan saya, Maya bohong!""

Siapa yang memecahkan kaca jendela?","A.
David

B.
Marko

C.
Maya

D.
Iva",A,"Wah, soal yang menarik! Ayo kita pecahkan bersama-sama.

1. **David bilang Maya bohong.** Kalau David jujur, berarti Maya *memang* bohong. Maya bilang David yang memecahkan kaca, jadi kalau Maya bohong, berarti David *tidak* memecahkan kaca. 
2. **Iva bilang Marko atau David.** Kalau Iva jujur, salah satu dari mereka yang memecahkan.
3. **Marko bilang bukan dia.** Kalau Marko jujur, dia tidak memecahkan kaca.

Sekarang, *bayangkan* ini seperti teka-teki. Kalau Marko dan Iva jujur, berarti David yang memecahkan kaca! Karena Iva bilang salah satu dari Marko atau David, dan Marko bilang bukan dia.

Jadi, jawabannya adalah **David**.

Soal ini melatih kita untuk berpikir logis dan mencari tahu kebenaran dari beberapa pernyataan. Semangat terus ya!"
1PAR,1,"Sebuah toko bunga memiliki 4 jenis bunga dengan kode A, B, C, dan D serta 3 warna dengan kode 1, 2, 3.

Apabila terdapat pembeli dengan keinginan sebagai berikut:
1. Setiap warna muncul 2 kali
2. Tidak boleh ada bunga berjenis sama dengan warna yang sama
3. Paling banyak hanya 2 bunga untuk tiap jenisnya pada satu rangkaian

Opsi rangkaian mana yang sesuai dengan keinginan pembeli tersebut?","A.
A1 - B2 - B1 - C3 - D2 - C1

B.
A2 - B2 - A3 - B1 - D3 - A1

C.
A1 - B2 - D3 - D3 - B1 - C2

D.
A1 - B2 - C3 - D3 - B1 - D2",D,"Hai! Mari kita pecahkan soal ini bersama-sama. Jangan khawatir, kita akan lakukan langkah demi langkah supaya kamu benar-benar paham, ya!

**1. Kenapa jawaban D benar?**

Bayangkan kamu sedang menyusun rangkaian bunga yang cantik. Pembeli ini punya beberapa aturan, dan kita harus memastikan rangkaian bunga kita mengikuti semua aturan itu. Mari kita periksa satu per satu:

*   **Aturan 1: Setiap warna muncul 2 kali.** Coba lihat rangkaian D: A1 - B2 - C3 - D3 - B1 - D2. Apakah semua warna (1, 2, dan 3) muncul dua kali? Ya, benar! Ada dua bunga dengan warna 1 (A1, B1), dua bunga dengan warna 2 (B2, D2), dan dua bunga dengan warna 3 (C3, D3).

*   **Aturan 2: Tidak boleh ada bunga berjenis sama dengan warna yang sama.** Ini berarti, tidak boleh ada dua bunga A dengan warna 1. Coba perhatikan rangkaian D lagi. Apakah ada bunga yang melanggar aturan ini? Tidak ada! Setiap jenis bunga (A, B, C, D) dipasangkan dengan warna yang berbeda.

*   **Aturan 3: Paling banyak hanya 2 bunga untuk tiap jenisnya.** Ini berarti kita tidak boleh punya lebih dari dua bunga A, dua bunga B, dan seterusnya. Dalam rangkaian D, setiap jenis bunga hanya muncul sekali atau dua kali. Jadi, aturan ini juga terpenuhi.

Karena rangkaian D memenuhi SEMUA aturan yang diminta pembeli, maka itulah jawaban yang benar!

**2. Konsep yang lebih luas**

Soal ini melatih kemampuanmu untuk berpikir logis dan mengikuti aturan, yang penting dalam memecahkan masalah sehari-hari.

Semangat terus belajarnya! Jika ada yang masih bingung, jangan ragu untuk bertanya, ya."
